i,j,Median
67,0,18
67,1,10.2
67,2,10.2
67,3,22.6
67,4,24.6
67,5,11
67,6,24.6
67,7,3
67,8,11
67,9,22.6
67,10,16
67,11,11
67,12,12.6
67,13,16
67,14,20
67,15,24.6
67,16,11
67,17,22.6
67,18,10.2
67,19,24.6
67,20,21
67,21,24.6
67,22,16
67,23,16
67,24,22.6
67,25,11
67,26,18
67,27,24.6
67,28,24.6
67,29,16
67,30,11
67,31,11
67,32,22.6
67,33,11
67,34,11
67,35,11
67,36,16
67,37,11
67,38,22.6
67,39,11
67,40,22.6
67,41,11
67,42,11
67,43,14.9
67,44,11
67,45,22.6
67,46,22.6
67,47,11
67,48,22.6
67,49,11
67,50,22.6
67,51,22.6
67,52,19
67,53,16
67,54,22.6
67,55,16
67,56,22.6
67,57,16
67,58,24.6
67,59,24.6
67,60,11
67,61,10.2
67,62,22.6
67,63,21
67,64,16
67,65,16
67,66,20.6
67,67,3
67,68,16.8
67,69,11
67,70,11
67,71,11
67,72,19
67,73,24.6
67,74,11
67,75,24.6
67,76,10.2
67,77,24.6
67,78,18
67,79,11
67,80,22.6
67,81,16
67,82,16
67,83,24.6
67,84,11
67,85,10.2
67,86,11
67,87,22.6
67,88,16.8
67,89,11
67,90,16
67,91,16
67,92,22.6
67,93,11
67,94,16
67,95,11
67,96,16
67,97,11
67,98,16
67,99,20
67,100,16
67,101,16
67,102,16
67,103,16
67,104,45.6
67,105,16.8
67,106,10
67,107,11
67,108,11
67,109,24.6
67,110,11
67,111,11
67,112,11
67,113,16
67,114,22.6
67,115,18
68,0,14
68,1,19.4
68,2,19.4
68,3,14.4
68,4,23
68,5,16
68,6,23
68,7,16.8
68,8,16
68,9,14.4
68,10,29.4
68,11,16
68,12,16
68,13,29.4
68,14,26.2
68,15,23
68,16,24.8
68,17,14.4
68,18,19.4
68,19,23
68,20,9
68,21,23
68,22,29.4
68,23,29.4
68,24,14.4
68,25,16
68,26,10
68,27,23
68,28,23
68,29,29.4
68,30,16
68,31,16
68,32,14.4
68,33,16
68,34,16
68,35,16
68,36,29.4
68,37,16
68,38,14.4
68,39,16
68,40,14.4
68,41,16
68,42,16
68,43,19.1
68,44,16
68,45,14.4
68,46,14.4
68,47,16
68,48,14.4
68,49,16
68,50,14.4
68,51,14.4
68,52,23
68,53,29.4
68,54,14.4
68,55,29.4
68,56,14.4
68,57,29.4
68,58,23
68,59,23
68,60,16
68,61,19.4
68,62,14.4
68,63,9
68,64,29.4
68,65,29.4
68,66,22.7
68,67,16.8
68,68,12.7
68,69,16
68,70,16
68,71,16
68,72,23
68,73,23
68,74,16
68,75,23
68,76,19.4
68,77,23
68,78,10
68,79,16
68,80,14.4
68,81,29.4
68,82,29.4
68,83,23
68,84,24.8
68,85,19.4
68,86,16
68,87,14.4
68,88,12.7
68,89,16
68,90,29.4
68,91,29.4
68,92,14.4
68,93,16
68,94,29.4
68,95,16
68,96,29.4
68,97,16
68,98,29.4
68,99,26.2
68,100,29.4
68,101,29.4
68,102,29.4
68,103,29.4
68,104,19.8
68,105,12.7
68,106,23.4
68,107,16
68,108,16
68,109,23
68,110,16
68,111,16
68,112,16
68,113,29.4
68,114,14.4
68,115,14
69,0,17
69,1,2
69,2,2
69,3,21
69,4,19
69,5,3.9
69,6,19
69,7,11
69,8,3.9
69,9,21
69,10,5.1
69,11,3.9
69,12,6.5
69,13,5.1
69,14,5
69,15,19
69,16,7
69,17,21
69,18,2
69,19,19
69,20,18.4
69,21,19
69,22,5.1
69,23,5.1
69,24,21
69,25,3.9
69,26,16.1
69,27,19
69,28,19
69,29,5.1
69,30,3.9
69,31,3.9
69,32,21
69,33,3.9
69,34,3.9
69,35,3.9
69,36,5.1
69,37,3.9
69,38,21
69,39,3.9
69,40,21
69,41,3.9
69,42,3.9
69,43,13.7
69,44,3.9
69,45,21
69,46,21
69,47,3.9
69,48,21
69,49,3.9
69,50,21
69,51,21
69,52,23.4
69,53,5.1
69,54,21
69,55,5.1
69,56,21
69,57,5.1
69,58,19
69,59,19
69,60,3.9
69,61,2
69,62,21
69,63,18.4
69,64,5.1
69,65,5.1
69,66,31
69,67,11
69,68,16
69,69,3.9
69,70,3.9
69,71,3.9
69,72,23.4
69,73,19
69,74,3.9
69,75,19
69,76,2
69,77,19
69,78,16.1
69,79,3.9
69,80,21
69,81,5.1
69,82,5.1
69,83,19
69,84,7
69,85,2
69,86,3.9
69,87,21
69,88,16
69,89,3.9
69,90,5.1
69,91,5.1
69,92,21
69,93,3.9
69,94,5.1
69,95,3.9
69,96,5.1
69,97,3.9
69,98,5.1
69,99,5
69,100,5.1
69,101,5.1
69,102,5.1
69,103,5.1
69,104,42.5
69,105,16
69,106,17
69,107,3.9
69,108,3.9
69,109,19
69,110,3.9
69,111,3.9
69,112,3.9
69,113,5.1
69,114,21
69,115,17
70,0,17
70,1,2
70,2,2
70,3,21
70,4,19
70,5,3.9
70,6,19
70,7,11
70,8,3.9
70,9,21
70,10,5.1
70,11,3.9
70,12,6.5
70,13,5.1
70,14,5
70,15,19
70,16,7
70,17,21
70,18,2
70,19,19
70,20,18.4
70,21,19
70,22,5.1
70,23,5.1
70,24,21
70,25,3.9
70,26,16.1
70,27,19
70,28,19
70,29,5.1
70,30,3.9
70,31,3.9
70,32,21
70,33,3.9
70,34,3.9
70,35,3.9
70,36,5.1
70,37,3.9
70,38,21
70,39,3.9
70,40,21
70,41,3.9
70,42,3.9
70,43,13.7
70,44,3.9
70,45,21
70,46,21
70,47,3.9
70,48,21
70,49,3.9
70,50,21
70,51,21
70,52,23.4
70,53,5.1
70,54,21
70,55,5.1
70,56,21
70,57,5.1
70,58,19
70,59,19
70,60,3.9
70,61,2
70,62,21
70,63,18.4
70,64,5.1
70,65,5.1
70,66,31
70,67,11
70,68,16
70,69,3.9
70,70,3.9
70,71,3.9
70,72,23.4
70,73,19
70,74,3.9
70,75,19
70,76,2
70,77,19
70,78,16.1
70,79,3.9
70,80,21
70,81,5.1
70,82,5.1
70,83,19
70,84,7
70,85,2
70,86,3.9
70,87,21
70,88,16
70,89,3.9
70,90,5.1
70,91,5.1
70,92,21
70,93,3.9
70,94,5.1
70,95,3.9
70,96,5.1
70,97,3.9
70,98,5.1
70,99,5
70,100,5.1
70,101,5.1
70,102,5.1
70,103,5.1
70,104,42.5
70,105,16
70,106,17
70,107,3.9
70,108,3.9
70,109,19
70,110,3.9
70,111,3.9
70,112,3.9
70,113,5.1
70,114,21
70,115,17
71,0,17
71,1,2
71,2,2
71,3,21
71,4,19
71,5,3.9
71,6,19
71,7,11
71,8,3.9
71,9,21
71,10,5.1
71,11,3.9
71,12,6.5
71,13,5.1
71,14,5
71,15,19
71,16,7
71,17,21
71,18,2
71,19,19
71,20,18.4
71,21,19
71,22,5.1
71,23,5.1
71,24,21
71,25,3.9
71,26,16.1
71,27,19
71,28,19
71,29,5.1
71,30,3.9
71,31,3.9
71,32,21
71,33,3.9
71,34,3.9
71,35,3.9
71,36,5.1
71,37,3.9
71,38,21
71,39,3.9
71,40,21
71,41,3.9
71,42,3.9
71,43,13.7
71,44,3.9
71,45,21
71,46,21
71,47,3.9
71,48,21
71,49,3.9
71,50,21
71,51,21
71,52,23.4
71,53,5.1
71,54,21
71,55,5.1
71,56,21
71,57,5.1
71,58,19
71,59,19
71,60,3.9
71,61,2
71,62,21
71,63,18.4
71,64,5.1
71,65,5.1
71,66,31
71,67,11
71,68,16
71,69,3.9
71,70,3.9
71,71,3.9
71,72,23.4
71,73,19
71,74,3.9
71,75,19
71,76,2
71,77,19
71,78,16.1
71,79,3.9
71,80,21
71,81,5.1
71,82,5.1
71,83,19
71,84,7
71,85,2
71,86,3.9
71,87,21
71,88,16
71,89,3.9
71,90,5.1
71,91,5.1
71,92,21
71,93,3.9
71,94,5.1
71,95,3.9
71,96,5.1
71,97,3.9
71,98,5.1
71,99,5
71,100,5.1
71,101,5.1
71,102,5.1
71,103,5.1
71,104,42.5
71,105,16
71,106,17
71,107,3.9
71,108,3.9
71,109,19
71,110,3.9
71,111,3.9
71,112,3.9
71,113,5.1
71,114,21
71,115,17
72,0,13
72,1,25.4
72,2,25.4
72,3,20.3
72,4,21.6
72,5,23.4
72,6,21.6
72,7,19
72,8,23.4
72,9,20.3
72,10,31
72,11,23.4
72,12,20
72,13,31
72,14,29.8
72,15,21.6
72,16,20
72,17,20.3
72,18,25.4
72,19,21.6
72,20,17
72,21,21.6
72,22,31
72,23,31
72,24,20.3
72,25,23.4
72,26,16
72,27,21.6
72,28,21.6
72,29,31
72,30,23.4
72,31,23.4
72,32,20.3
72,33,23.4
72,34,23.4
72,35,23.4
72,36,31
72,37,23.4
72,38,20.3
72,39,23.4
72,40,20.3
72,41,23.4
72,42,23.4
72,43,23
72,44,23.4
72,45,20.3
72,46,20.3
72,47,23.4
72,48,20.3
72,49,23.4
72,50,20.3
72,51,20.3
72,52,0
72,53,31
72,54,20.3
72,55,31
72,56,20.3
72,57,31
72,58,21.6
72,59,21.6
72,60,23.4
72,61,25.4
72,62,20.3
72,63,17
72,64,31
72,65,31
72,66,29
72,67,19
72,68,23
72,69,23.4
72,70,23.4
72,71,23.4
72,72,0
72,73,21.6
72,74,23.4
72,75,21.6
72,76,25.4
72,77,21.6
72,78,16
72,79,23.4
72,80,20.3
72,81,31
72,82,31
72,83,21.6
72,84,20
72,85,25.4
72,86,23.4
72,87,20.3
72,88,23
72,89,23.4
72,90,31
72,91,31
72,92,20.3
72,93,23.4
72,94,31
72,95,23.4
72,96,31
72,97,23.4
72,98,31
72,99,29.8
72,100,31
72,101,31
72,102,31
72,103,31
72,104,21.2
72,105,23
72,106,13
72,107,23.4
72,108,23.4
72,109,21.6
72,110,23.4
72,111,23.4
72,112,23.4
72,113,31
72,114,20.3
72,115,13
73,0,11
73,1,20.6
73,2,20.6
73,3,2.1
73,4,0.1
73,5,19
73,6,0.1
73,7,24.6
73,8,19
73,9,2.1
73,10,25
73,11,19
73,12,13.1
73,13,25
73,14,23
73,15,0.1
73,16,14
73,17,2.1
73,18,20.6
73,19,0.1
73,20,8.2
73,21,0.1
73,22,25
73,23,25
73,24,2.1
73,25,19
73,26,15
73,27,0.1
73,28,0.1
73,29,25
73,30,19
73,31,19
73,32,2.1
73,33,19
73,34,19
73,35,19
73,36,25
73,37,19
73,38,2.1
73,39,19
73,40,2.1
73,41,19
73,42,19
73,43,23.4
73,44,19
73,45,2.1
73,46,2.1
73,47,19
73,48,2.1
73,49,19
73,50,2.1
73,51,2.1
73,52,21.6
73,53,25
73,54,2.1
73,55,25
73,56,2.1
73,57,25
73,58,0.1
73,59,0.1
73,60,19
73,61,20.6
73,62,2.1
73,63,8.2
73,64,25
73,65,25
73,66,13
73,67,24.6
73,68,23
73,69,19
73,70,19
73,71,19
73,72,21.6
73,73,0.1
73,74,19
73,75,0.1
73,76,20.6
73,77,0.1
73,78,15
73,79,19
73,80,2.1
73,81,25
73,82,25
73,83,0.1
73,84,14
73,85,20.6
73,86,19
73,87,2.1
73,88,23
73,89,19
73,90,25
73,91,25
73,92,2.1
73,93,19
73,94,25
73,95,19
73,96,25
73,97,19
73,98,25
73,99,23
73,100,25
73,101,25
73,102,25
73,103,25
73,104,38.2
73,105,23
73,106,24
73,107,19
73,108,19
73,109,0.1
73,110,19
73,111,19
73,112,19
73,113,25
73,114,2.1
73,115,11
74,0,17
74,1,2
74,2,2
74,3,21
74,4,19
74,5,3.9
74,6,19
74,7,11
74,8,3.9
74,9,21
74,10,5.1
74,11,3.9
74,12,6.5
74,13,5.1
74,14,5
74,15,19
74,16,7
74,17,21
74,18,2
74,19,19
74,20,18.4
74,21,19
74,22,5.1
74,23,5.1
74,24,21
74,25,3.9
74,26,16.1
74,27,19
74,28,19
74,29,5.1
74,30,3.9
74,31,3.9
74,32,21
74,33,3.9
74,34,3.9
74,35,3.9
74,36,5.1
74,37,3.9
74,38,21
74,39,3.9
74,40,21
74,41,3.9
74,42,3.9
74,43,13.7
74,44,3.9
74,45,21
74,46,21
74,47,3.9
74,48,21
74,49,3.9
74,50,21
74,51,21
74,52,23.4
74,53,5.1
74,54,21
74,55,5.1
74,56,21
74,57,5.1
74,58,19
74,59,19
74,60,3.9
74,61,2
74,62,21
74,63,18.4
74,64,5.1
74,65,5.1
74,66,31
74,67,11
74,68,16
74,69,3.9
74,70,3.9
74,71,3.9
74,72,23.4
74,73,19
74,74,3.9
74,75,19
74,76,2
74,77,19
74,78,16.1
74,79,3.9
74,80,21
74,81,5.1
74,82,5.1
74,83,19
74,84,7
74,85,2
74,86,3.9
74,87,21
74,88,16
74,89,3.9
74,90,5.1
74,91,5.1
74,92,21
74,93,3.9
74,94,5.1
74,95,3.9
74,96,5.1
74,97,3.9
74,98,5.1
74,99,5
74,100,5.1
74,101,5.1
74,102,5.1
74,103,5.1
74,104,42.5
74,105,16
74,106,17
74,107,3.9
74,108,3.9
74,109,19
74,110,3.9
74,111,3.9
74,112,3.9
74,113,5.1
74,114,21
74,115,17
75,0,11
75,1,20.6
75,2,20.6
75,3,2.1
75,4,0.1
75,5,19
75,6,0.1
75,7,24.6
75,8,19
75,9,2.1
75,10,25
75,11,19
75,12,13.1
75,13,25
75,14,23
75,15,0.1
75,16,14
75,17,2.1
75,18,20.6
75,19,0.1
75,20,8.2
75,21,0.1
75,22,25
75,23,25
75,24,2.1
75,25,19
75,26,15
75,27,0.1
75,28,0.1
75,29,25
75,30,19
75,31,19
75,32,2.1
75,33,19
75,34,19
75,35,19
75,36,25
75,37,19
75,38,2.1
75,39,19
75,40,2.1
75,41,19
75,42,19
75,43,23.4
75,44,19
75,45,2.1
75,46,2.1
75,47,19
75,48,2.1
75,49,19
75,50,2.1
75,51,2.1
75,52,21.6
75,53,25
75,54,2.1
75,55,25
75,56,2.1
75,57,25
75,58,0.1
75,59,0.1
75,60,19
75,61,20.6
75,62,2.1
75,63,8.2
75,64,25
75,65,25
75,66,13
75,67,24.6
75,68,23
75,69,19
75,70,19
75,71,19
75,72,21.6
75,73,0.1
75,74,19
75,75,0.1
75,76,20.6
75,77,0.1
75,78,15
75,79,19
75,80,2.1
75,81,25
75,82,25
75,83,0.1
75,84,14
75,85,20.6
75,86,19
75,87,2.1
75,88,23
75,89,19
75,90,25
75,91,25
75,92,2.1
75,93,19
75,94,25
75,95,19
75,96,25
75,97,19
75,98,25
75,99,23
75,100,25
75,101,25
75,102,25
75,103,25
75,104,38.2
75,105,23
75,106,24
75,107,19
75,108,19
75,109,0.1
75,110,19
75,111,19
75,112,19
75,113,25
75,114,2.1
75,115,11
76,0,20
76,1,0
76,2,0
76,3,22.2
76,4,20.6
76,5,2
76,6,20.6
76,7,10.2
76,8,2
76,9,22.2
76,10,4.6
76,11,2
76,12,6.7
76,13,4.6
76,14,4
76,15,20.6
76,16,7
76,17,22.2
76,18,0
76,19,20.6
76,20,19
76,21,20.6
76,22,4.6
76,23,4.6
76,24,22.2
76,25,2
76,26,29.2
76,27,20.6
76,28,20.6
76,29,4.6
76,30,2
76,31,2
76,32,22.2
76,33,2
76,34,2
76,35,2
76,36,4.6
76,37,2
76,38,22.2
76,39,2
76,40,22.2
76,41,2
76,42,2
76,43,14
76,44,2
76,45,22.2
76,46,22.2
76,47,2
76,48,22.2
76,49,2
76,50,22.2
76,51,22.2
76,52,25.4
76,53,4.6
76,54,22.2
76,55,4.6
76,56,22.2
76,57,4.6
76,58,20.6
76,59,20.6
76,60,2
76,61,0
76,62,22.2
76,63,19
76,64,4.6
76,65,4.6
76,66,30.3
76,67,10.2
76,68,19.4
76,69,2
76,70,2
76,71,2
76,72,25.4
76,73,20.6
76,74,2
76,75,20.6
76,76,0
76,77,20.6
76,78,29.2
76,79,2
76,80,22.2
76,81,4.6
76,82,4.6
76,83,20.6
76,84,7
76,85,0
76,86,2
76,87,22.2
76,88,19.4
76,89,2
76,90,4.6
76,91,4.6
76,92,22.2
76,93,2
76,94,4.6
76,95,2
76,96,4.6
76,97,2
76,98,4.6
76,99,4
76,100,4.6
76,101,4.6
76,102,4.6
76,103,4.6
76,104,40.5
76,105,19.4
76,106,18
76,107,2
76,108,2
76,109,20.6
76,110,2
76,111,2
76,112,2
76,113,4.6
76,114,22.2
76,115,20
77,0,11
77,1,20.6
77,2,20.6
77,3,2.1
77,4,0.1
77,5,19
77,6,0.1
77,7,24.6
77,8,19
77,9,2.1
77,10,25
77,11,19
77,12,13.1
77,13,25
77,14,23
77,15,0.1
77,16,14
77,17,2.1
77,18,20.6
77,19,0.1
77,20,8.2
77,21,0.1
77,22,25
77,23,25
77,24,2.1
77,25,19
77,26,15
77,27,0.1
77,28,0.1
77,29,25
77,30,19
77,31,19
77,32,2.1
77,33,19
77,34,19
77,35,19
77,36,25
77,37,19
77,38,2.1
77,39,19
77,40,2.1
77,41,19
77,42,19
77,43,23.4
77,44,19
77,45,2.1
77,46,2.1
77,47,19
77,48,2.1
77,49,19
77,50,2.1
77,51,2.1
77,52,21.6
77,53,25
77,54,2.1
77,55,25
77,56,2.1
77,57,25
77,58,0.1
77,59,0.1
77,60,19
77,61,20.6
77,62,2.1
77,63,8.2
77,64,25
77,65,25
77,66,13
77,67,24.6
77,68,23
77,69,19
77,70,19
77,71,19
77,72,21.6
77,73,0.1
77,74,19
77,75,0.1
77,76,20.6
77,77,0.1
77,78,15
77,79,19
77,80,2.1
77,81,25
77,82,25
77,83,0.1
77,84,14
77,85,20.6
77,86,19
77,87,2.1
77,88,23
77,89,19
77,90,25
77,91,25
77,92,2.1
77,93,19
77,94,25
77,95,19
77,96,25
77,97,19
77,98,25
77,99,23
77,100,25
77,101,25
77,102,25
77,103,25
77,104,38.2
77,105,23
77,106,24
77,107,19
77,108,19
77,109,0.1
77,110,19
77,111,19
77,112,19
77,113,25
77,114,2.1
77,115,11
78,0,5
78,1,29.2
78,2,29.2
78,3,14.3
78,4,15
78,5,16.1
78,6,15
78,7,18
78,8,16.1
78,9,14.3
78,10,30.5
78,11,16.1
78,12,16
78,13,30.5
78,14,27
78,15,15
78,16,22
78,17,14.3
78,18,29.2
78,19,15
78,20,10
78,21,15
78,22,30.5
78,23,30.5
78,24,14.3
78,25,16.1
78,26,0
78,27,15
78,28,15
78,29,30.5
78,30,16.1
78,31,16.1
78,32,14.3
78,33,16.1
78,34,16.1
78,35,16.1
78,36,30.5
78,37,16.1
78,38,14.3
78,39,16.1
78,40,14.3
78,41,16.1
78,42,16.1
78,43,12
78,44,16.1
78,45,14.3
78,46,14.3
78,47,16.1
78,48,14.3
78,49,16.1
78,50,14.3
78,51,14.3
78,52,16
78,53,30.5
78,54,14.3
78,55,30.5
78,56,14.3
78,57,30.5
78,58,15
78,59,15
78,60,16.1
78,61,29.2
78,62,14.3
78,63,10
78,64,30.5
78,65,30.5
78,66,21
78,67,18
78,68,10
78,69,16.1
78,70,16.1
78,71,16.1
78,72,16
78,73,15
78,74,16.1
78,75,15
78,76,29.2
78,77,15
78,78,0
78,79,16.1
78,80,14.3
78,81,30.5
78,82,30.5
78,83,15
78,84,22
78,85,29.2
78,86,16.1
78,87,14.3
78,88,10
78,89,16.1
78,90,30.5
78,91,30.5
78,92,14.3
78,93,16.1
78,94,30.5
78,95,16.1
78,96,30.5
78,97,16.1
78,98,30.5
78,99,27
78,100,30.5
78,101,30.5
78,102,30.5
78,103,30.5
78,104,29
78,105,10
78,106,24
78,107,16.1
78,108,16.1
78,109,15
78,110,16.1
78,111,16.1
78,112,16.1
78,113,30.5
78,114,14.3
78,115,5
79,0,17
79,1,2
79,2,2
79,3,21
79,4,19
79,5,3.9
79,6,19
79,7,11
79,8,3.9
79,9,21
79,10,5.1
79,11,3.9
79,12,6.5
79,13,5.1
79,14,5
79,15,19
79,16,7
79,17,21
79,18,2
79,19,19
79,20,18.4
79,21,19
79,22,5.1
79,23,5.1
79,24,21
79,25,3.9
79,26,16.1
79,27,19
79,28,19
79,29,5.1
79,30,3.9
79,31,3.9
79,32,21
79,33,3.9
79,34,3.9
79,35,3.9
79,36,5.1
79,37,3.9
79,38,21
79,39,3.9
79,40,21
79,41,3.9
79,42,3.9
79,43,13.7
79,44,3.9
79,45,21
79,46,21
79,47,3.9
79,48,21
79,49,3.9
79,50,21
79,51,21
79,52,23.4
79,53,5.1
79,54,21
79,55,5.1
79,56,21
79,57,5.1
79,58,19
79,59,19
79,60,3.9
79,61,2
79,62,21
79,63,18.4
79,64,5.1
79,65,5.1
79,66,31
79,67,11
79,68,16
79,69,3.9
79,70,3.9
79,71,3.9
79,72,23.4
79,73,19
79,74,3.9
79,75,19
79,76,2
79,77,19
79,78,16.1
79,79,3.9
79,80,21
79,81,5.1
79,82,5.1
79,83,19
79,84,7
79,85,2
79,86,3.9
79,87,21
79,88,16
79,89,3.9
79,90,5.1
79,91,5.1
79,92,21
79,93,3.9
79,94,5.1
79,95,3.9
79,96,5.1
79,97,3.9
79,98,5.1
79,99,5
79,100,5.1
79,101,5.1
79,102,5.1
79,103,5.1
79,104,42.5
79,105,16
79,106,17
79,107,3.9
79,108,3.9
79,109,19
79,110,3.9
79,111,3.9
79,112,3.9
79,113,5.1
79,114,21
79,115,17
80,0,11
80,1,22.2
80,2,22.2
80,3,6.1
80,4,2.1
80,5,21
80,6,2.1
80,7,22.6
80,8,21
80,9,6.1
80,10,25.6
80,11,21
80,12,13
80,13,25.6
80,14,24.6
80,15,2.1
80,16,16.5
80,17,6.1
80,18,22.2
80,19,2.1
80,20,8.9
80,21,2.1
80,22,25.6
80,23,25.6
80,24,6.1
80,25,21
80,26,14.3
80,27,2.1
80,28,2.1
80,29,25.6
80,30,21
80,31,21
80,32,6.1
80,33,21
80,34,21
80,35,21
80,36,25.6
80,37,21
80,38,6.1
80,39,21
80,40,6.1
80,41,21
80,42,21
80,43,22
80,44,21
80,45,6.1
80,46,6.1
80,47,21
80,48,6.1
80,49,21
80,50,6.1
80,51,6.1
80,52,20.3
80,53,25.6
80,54,6.1
80,55,25.6
80,56,6.1
80,57,25.6
80,58,2.1
80,59,2.1
80,60,21
80,61,22.2
80,62,6.1
80,63,8.9
80,64,25.6
80,65,25.6
80,66,13.6
80,67,22.6
80,68,14.4
80,69,21
80,70,21
80,71,21
80,72,20.3
80,73,2.1
80,74,21
80,75,2.1
80,76,22.2
80,77,2.1
80,78,14.3
80,79,21
80,80,6.1
80,81,25.6
80,82,25.6
80,83,2.1
80,84,16.5
80,85,22.2
80,86,21
80,87,6.1
80,88,14.4
80,89,21
80,90,25.6
80,91,25.6
80,92,6.1
80,93,21
80,94,25.6
80,95,21
80,96,25.6
80,97,21
80,98,25.6
80,99,24.6
80,100,25.6
80,101,25.6
80,102,25.6
80,103,25.6
80,104,40.1
80,105,14.4
80,106,23.6
80,107,21
80,108,21
80,109,2.1
80,110,21
80,111,21
80,112,21
80,113,25.6
80,114,6.1
80,115,11
81,0,18
81,1,4.6
81,2,4.6
81,3,25.6
81,4,25
81,5,5.1
81,6,25
81,7,16
81,8,5.1
81,9,25.6
81,10,0.2
81,11,5.1
81,12,9.8
81,13,0.2
81,14,4
81,15,25
81,16,10.3
81,17,25.6
81,18,4.6
81,19,25
81,20,24.9
81,21,25
81,22,0.2
81,23,0.2
81,24,25.6
81,25,5.1
81,26,30.5
81,27,25
81,28,25
81,29,0.2
81,30,5.1
81,31,5.1
81,32,25.6
81,33,5.1
81,34,5.1
81,35,5.1
81,36,0.2
81,37,5.1
81,38,25.6
81,39,5.1
81,40,25.6
81,41,5.1
81,42,5.1
81,43,4.7
81,44,5.1
81,45,25.6
81,46,25.6
81,47,5.1
81,48,25.6
81,49,5.1
81,50,25.6
81,51,25.6
81,52,31
81,53,0.2
81,54,25.6
81,55,0.2
81,56,25.6
81,57,0.2
81,58,25
81,59,25
81,60,5.1
81,61,4.6
81,62,25.6
81,63,24.9
81,64,0.2
81,65,0.2
81,66,35
81,67,16
81,68,29.4
81,69,5.1
81,70,5.1
81,71,5.1
81,72,31
81,73,25
81,74,5.1
81,75,25
81,76,4.6
81,77,25
81,78,30.5
81,79,5.1
81,80,25.6
81,81,0.2
81,82,0.2
81,83,25
81,84,10.3
81,85,4.6
81,86,5.1
81,87,25.6
81,88,29.4
81,89,5.1
81,90,0.2
81,91,0.2
81,92,25.6
81,93,5.1
81,94,0.2
81,95,5.1
81,96,0.2
81,97,5.1
81,98,0.2
81,99,4
81,100,0.2
81,101,0.2
81,102,0.2
81,103,0.2
81,104,46
81,105,29.4
81,106,24.3
81,107,5.1
81,108,5.1
81,109,25
81,110,5.1
81,111,5.1
81,112,5.1
81,113,0.2
81,114,25.6
81,115,18
82,0,18
82,1,4.6
82,2,4.6
82,3,25.6
82,4,25
82,5,5.1
82,6,25
82,7,16
82,8,5.1
82,9,25.6
82,10,0.2
82,11,5.1
82,12,9.8
82,13,0.2
82,14,4
82,15,25
82,16,10.3
82,17,25.6
82,18,4.6
82,19,25
82,20,24.9
82,21,25
82,22,0.2
82,23,0.2
82,24,25.6
82,25,5.1
82,26,30.5
82,27,25
82,28,25
82,29,0.2
82,30,5.1
82,31,5.1
82,32,25.6
82,33,5.1
82,34,5.1
82,35,5.1
82,36,0.2
82,37,5.1
82,38,25.6
82,39,5.1
82,40,25.6
82,41,5.1
82,42,5.1
82,43,4.7
82,44,5.1
82,45,25.6
82,46,25.6
82,47,5.1
82,48,25.6
82,49,5.1
82,50,25.6
82,51,25.6
82,52,31
82,53,0.2
82,54,25.6
82,55,0.2
82,56,25.6
82,57,0.2
82,58,25
82,59,25
82,60,5.1
82,61,4.6
82,62,25.6
82,63,24.9
82,64,0.2
82,65,0.2
82,66,35
82,67,16
82,68,29.4
82,69,5.1
82,70,5.1
82,71,5.1
82,72,31
82,73,25
82,74,5.1
82,75,25
82,76,4.6
82,77,25
82,78,30.5
82,79,5.1
82,80,25.6
82,81,0.2
82,82,0.2
82,83,25
82,84,10.3
82,85,4.6
82,86,5.1
82,87,25.6
82,88,29.4
82,89,5.1
82,90,0.2
82,91,0.2
82,92,25.6
82,93,5.1
82,94,0.2
82,95,5.1
82,96,0.2
82,97,5.1
82,98,0.2
82,99,4
82,100,0.2
82,101,0.2
82,102,0.2
82,103,0.2
82,104,46
82,105,29.4
82,106,24.3
82,107,5.1
82,108,5.1
82,109,25
82,110,5.1
82,111,5.1
82,112,5.1
82,113,0.2
82,114,25.6
82,115,18
83,0,11
83,1,20.6
83,2,20.6
83,3,2.1
83,4,0.1
83,5,19
83,6,0.1
83,7,24.6
83,8,19
83,9,2.1
83,10,25
83,11,19
83,12,13.1
83,13,25
83,14,23
83,15,0.1
83,16,14
83,17,2.1
83,18,20.6
83,19,0.1
83,20,8.2
83,21,0.1
83,22,25
83,23,25
83,24,2.1
83,25,19
83,26,15
83,27,0.1
83,28,0.1
83,29,25
83,30,19
83,31,19
83,32,2.1
83,33,19
83,34,19
83,35,19
83,36,25
83,37,19
83,38,2.1
83,39,19
83,40,2.1
83,41,19
83,42,19
83,43,23.4
83,44,19
83,45,2.1
83,46,2.1
83,47,19
83,48,2.1
83,49,19
83,50,2.1
83,51,2.1
83,52,21.6
83,53,25
83,54,2.1
83,55,25
83,56,2.1
83,57,25
83,58,0.1
83,59,0.1
83,60,19
83,61,20.6
83,62,2.1
83,63,8.2
83,64,25
83,65,25
83,66,13
83,67,24.6
83,68,23
83,69,19
83,70,19
83,71,19
83,72,21.6
83,73,0.1
83,74,19
83,75,0.1
83,76,20.6
83,77,0.1
83,78,15
83,79,19
83,80,2.1
83,81,25
83,82,25
83,83,0.1
83,84,14
83,85,20.6
83,86,19
83,87,2.1
83,88,23
83,89,19
83,90,25
83,91,25
83,92,2.1
83,93,19
83,94,25
83,95,19
83,96,25
83,97,19
83,98,25
83,99,23
83,100,25
83,101,25
83,102,25
83,103,25
83,104,38.2
83,105,23
83,106,24
83,107,19
